1310.28	1312.78	cosas, pero no los mires por mirar. Así no te
1312.78	1316.60	gustan. Ah no, me he columpiado, eh, a lo mejor
1316.60	1320.78	no es tan... ¿Lo ves? Me falta un bloque más
1320.78	1334.50	por ahí, me parece, solo un bloque, igual Si me
1334.50	1336.24	gusta, pero vamos, no se, no se está más de
1336.24	1341.70	2 minutos de por directo Depende de lo que juguéis
1343.30	1346.38	exigente, ¿no? No, yo voy a jugar a lo que
1346.38	1354.22	trae. O está Osea, ¿Dónde? Encima Encima que nos dona
1356.10	1359.28	Cuando dones algo, ahí, ahí, ahí, la neta que hablamos
1363.92	1370.10	No es broma, eh Si yo tengo que venir por
1370.10	1371.86	aquí Javi, hoy yo voy a decir, oh dios mío
1373.30	1377.86	Oh dios mío y el héroe de la cinta, se
1377.86	1392.64	ve bien, eh? si, no y un héroe ya gastaremos
1392.64	1398.86	otros jajaja, vale ya no nos lo dirás, de aquí
1398.86	1431.86	unos años años chingada, no? bueno, nos odia y Tereza
1431.86	1434.16	si estas viendo esto tu trabajo va a ser fácil
1436.02	1444.70	si porque es una modena solo es para ir con
1444.70	1452.00	esto me faltan 500 stacks mas de lo que quieras
1452.16	1477.54	y la verdad es que es muy mal María ese
1477.54	1481.48	comentario ha sido muy feo, voy a pedir las cosas
1495.94	1501.20	estoy poniendo tierra, porque estoy expandiendo la zona, porque quiero
1501.20	1508.74	hacer aquí la casa Parece que es... no es igual,
1508.74	1517.30	eh? O casi Vale, entonces ahora hay 6 bloques, vale,
1517.30	1521.50	3, ¿no? Pero, ¿tú tienes alguna idea de Minecraft, María?
1521.04	1530.86	y el juego ese, la bloqueo, eh? ¿que es la
1530.86	1536.66	bloqueo? no esta feo eso que ha dicho la verdad,
1536.66	1540.52	ese juego ahora que la bloqueo, eh? no por nada
1539.66	1542.40	no esta feo eso que ha dicho, la verdad, ese
1542.40	1546.14	juego ahora que la bloqueo, no es por nada ¿No
1546.14	1550.84	esta feo eso que ha dicho la verdad? Ese juego,
1550.84	1552.58	la verdad que este juego ha dado vida a muchas
1552.58	1560.36	cosas ¿Has sido ganado? Claro, a muchos de influencers que
1560.36	1564.62	ya conoce han sido gracias a este juego Si lo
1564.62	1569.10	conoce No, porque a raíz de ellos han salido los
1569.10	1573.80	que están ahora Wow, Ismael, esta quedando muy bien, ¿verdad?
1574.66	1578.00	Mira la verdad que... Javi, como eres tan falso, wow
1577.62	1584.68	Tan falso, ¿por qué? Deja de ir bien Tengo el
1584.68	1588.66	mensaje, el mensaje debe estar por ahí El mensaje debe
1588.66	1593.58	estar... Hola Marichu No, bueno, a veces me decidiste por
1593.58	1597.20	mensaje me llamara feo, si estabas... si ese mensaje me
1597.20	1601.18	lo debiste decir, osea, me deja por ahí Ahora que
1601.18	1607.96	gané No pasa nada, María, no te escondas Tiene que
1607.96	1613.58	aceptar los errores Tiene que aceptarlo ahora Y perdone, ya
1613.58	1618.58	está, y Mojang Te perdonará Y no te va a
1618.58	1621.28	mandar a Herobrine Si este es de Minecraft, no lo
1621.28	1630.18	entenderías como dices que es ese juego y el otro
1630.18	1631.48	se habrá que ir en su casa diciendo ¿que dice
1631.48	1648.80	ese tio? El diablo... ¿que tiene trabajo? ¿Y aquí en
1648.60	1654.60	los cofres no voy a usar, hay pocos en otro
1654.60	1669.02	cofre hay dos cofres, hay 23 ¡Aison! Marichuy, estaba trabajando
1669.02	1674.48	en directa Ese Marichuy, eey no salgo Marichuy, dale un
1674.48	1699.80	follow, va Marichuy Marichuy, Whatsapp es un falso, Javi ¿por
1699.80	1708.16	qué soy un falso? le dije a María que... un
1708.16	1717.26	falso el mensaje desde el chat mierda mensaje, ahí estará
1718.98	1720.94	que no pasa nada, pero no es tampoco día que
1720.94	1726.78	es mentira que es una maravilla o no sé si
1726.78	1728.78	me dijo el juego, ¿es el de los bloques o
1728.78	1731.62	de los cuadrados? o algo así me dijo que feo
1731.62	1738.80	ese comentario, eh feo ese comentario si ya lo odiabas,
1738.80	1744.02	no te va a hablar a toda la infancia como
1744.02	1746.62	si te digo que fea, pues no sé a que
1746.62	1757.28	jugabas Marina Rivers Y e me gustan las rivers? Tiene
1757.28	1800.00	pinta, eh? Hola Luis y el rey de la
1800.00	1807.40	Ya, al menos, ha gustado Muchas gracias, María, muchas gracias,
1807.40	1811.16	sabemos que te gustan un montón esos directos Esta siempre
1811.16	1825.58	será tu pequeña casita No, me dejé de hablar ¿Y
1825.58	1828.32	tú con ella o qué? Yo pues no le damos
1828.32	1833.92	de toda manera ¿La conociste en Alicante? Ya Te estoy
1833.92	1838.04	preguntando ¿Te he dicho que te damos? No, es que
1838.04	1843.32	la conoces ¿Quieres subir la nota aquella de... ¿Sabes antes
1843.32	1844.58	de lo que España ha ganado el mundial o le
1844.58	1850.16	escribo? ¿Te acuerdas? Y me contestó, escribe, dale Pero como
1850.16	1853.78	tienes un... osea como tienes el instagram de una persona
1853.78	1862.14	de Alicante y tu como conseguiste el instagram de Javier?
1863.90	1868.32	estaba creo que mirando porque estaba mirando y me parece
1868.32	1873.30	que se venia aquí a Tarrabona a estudiar o era
1873.30	1876.74	una postrugida y empezaba a seguir la gente de Tarrabona
1877.48	1884.22	Ah, y te tocó a ti Si, una lotería Pues,
1884.22	1896.94	la lotería me tomó a mí Que afortunado Mucho No,
1896.94	1931.40	la he hecho todos los días, anteriores y el de
1931.40	1944.06	la y Echadimelo a la mano ¿Para cuando directo trabajando?
1945.22	1947.28	¿Quién es eso? ¿Sabes qué? Voy a hacer un directo
1947.28	1950.64	yendo a India Aarón, Aarón, cállate la boca, que he
1950.64	1954.52	trabajado yo más que tú, ¿está por algo? Yendo a
1954.52	1956.90	la India vamos a hacer un directo, en coche Es
1956.90	1962.94	otro Aarón, ¿eh? Ah, vale El rumano No he dicho
1962.94	1970.74	nada, perdón, Aarón, perdón, o sea, quería hacer otro Ah,
1970.74	1973.00	pues yo pensaba que esta cuenta era la cuenta del
1973.00	1982.00	Aarón falsa el rumano a vera no a diperni e
1982.00	1992.60	mi aro e lo peri cercare, ombri mi aro, ombri
1992.60	1994.40	mi aro, ombri mi aro, un comono bemo, ombri mi
1994.40	2001.22	aro dico de me no se c'era, mi aro ahhh...
2003.64	2007.06	ah tengo el... no me gusta mucho pero tengo el
2007.06	2009.22	famo Fou y a Aarón que a Aarón le gusta
2009.72	2013.28	si quieres jugar un día los tres como si tu
2013.28	2017.56	no entras no pero si somos tres puede ser que
2017.56	2019.48	me ve... claro que por descarte no me irá por
2019.48	2025.82	ti ¿no? claro tengo una mínima de posibilidades ahora mismo
2025.82	2030.08	subo y nos liamos ¿no? lo he visto y nos
2030.08	2035.36	damos de besos ah no, por liarme, nos liamos y
2035.36	2047.82	decimos que si, claro dios, caen terremotos, osea hay como
2047.82	2052.22	terremotos y caen piedras, tío te hace un daño ¿Dormes?
2053.34	2074.48	no puedo para bueno, maría, a ver hasta que hora
2074.48	2078.48	estas en directo, te instalaron pues no se, hasta que
2078.48	2095.84	hora y el rey de la una hora o así
2107.14	2115.70	Andrés es que el Andrés trabaja en el bingo es
2115.70	2122.30	Andrés le dice un cubata, Messi ¿un cubata? ¿por qué?
2123.16	2134.80	¿un cubata de qué? Diamante ¿A que si, Aaron? Ahí
2134.80	2137.22	va Es un plazo de directo Por la foto de
2137.22	2143.60	fiesta No sé qué dice Es que si no lo
2143.60	2146.68	hago ahora, Aaron, no lo voy a hacer Prefiero un
2146.68	2151.58	día hacer un directo entero aplanando Pero bueno, se va
2151.58	2158.68	metiendo la gente, sorprendentemente y asi luego ya solo me
2158.68	2162.10	lo quito de encima, sabes? oye, el Javi esta construyendo
2162.10	2170.14	la muralla Javi, pagame el medio pollo que me debes
2172.36	2179.04	eeeeh, mucho de mi celular medio pollo? que rudo? no
2179.04	2182.36	se lo que es me recuerda a, en el trabajo
2182.36	2185.82	había un peruano de un metro 40, tío, y iba
2185.82	2187.72	con el traje blanco todo el día, que no era
2187.72	2189.52	necesario, pero lo llevaba todo el día y le llamaba
2189.52	2194.14	un medio pollo, tío, que ruizarte, de verdad, que, oh,
2194.14	2199.40	Dios, que ruizarte, si, si, era increíble, un aviso de
2199.40	2203.18	la taga del loco, muy, muy chiquitín, llevaba siempre un
2203.18	2206.26	traje blanco, y te lo juro, llevaba un medio pollo,
2206.26	2210.36	tío, José, se llamaban José, Jose, ahora me he acordado
2210.36	2212.68	el nombre, Jose, tengo que tener el número por ahí
2214.66	2216.36	Es que es verdad que los peruanos son muy pequeños
2218.32	2221.44	Pero 1,40, que eso es más bajito que la Laura,
2221.44	2226.66	eh Más bajito que la Alexia O sea, debería medir
2226.66	2230.10	1,40 y algo Como mucho sería igual que la Alexia
2230.10	2244.46	de alto ¿Sabes? que vaya bien, Maria oye, me macho,
2244.46	2257.10	bonanir, bonanir a el no le gusta que cante esta
2257.10	2260.74	canción, no se porque era de porque eres tan hermosa
2260.74	2265.20	y a la vez tan difícil porque la vida pasa
2265.20	2272.74	y pasa y te quiero que me trataste como un
2272.74	2283.76	puente sucio y abandonado algo más que besarnos a veces
2283.76	2288.40	la miro y lloro y lloro pensando en que pudo
2288.40	2296.18	y no fue al final ole que tiene trabajo Teresa
2301.68	2305.18	por el cine, en verdad yo que vivo en la
2305.18	2310.66	luna quiero darte mi granito de arena tu y venena
2310.66	2315.96	laguna la Mariuchis está tragando todo el directo y la
2315.96	2320.66	Patricia te risas y no oportunas hola Patricia te llanto
2320.24	2327.74	también la pena casteles de amargura Palabras que son cadenas,
2327.74	2332.74	que no cumples tu condena de noches en vela, que
2332.74	2337.90	soy yo tu trena, si tu eres mi novela, yo
2337.90	2345.98	soy tu tragico media, que te pago, eh y la
2345.98	2365.72	de la india, es que yo ahora, como mira el
2365.72	2376.30	Diego ¿Por qué no cumples tu condena de noche sin
2376.30	2384.48	vela? Hola Alex, hola Adri Si tu eres mi novela
2388.18	2393.56	En esta versión hay phantoms ¿Hay qué? Hay phantoms, las
2393.56	2400.00	mantas estas que van volando
2400.00	2403.38	¿La qué? Las mantas estas que van volando, las mantas
2403.38	2410.98	rayas, Phantom, coño Ah, no ¿Qué versión es? No lo
2410.98	2414.86	sé, que realmente no te entiendo, o a lo mejor
2414.86	2419.82	es que aún no he dormido tampoco ¿Sabes? O sea,
2419.82	2423.38	tanto, o sea, no he estado sin dormir tanto tiempo
2425.06	2428.62	Debajo de la casa vamos a tener una pedazo de
2428.62	2434.06	un boquete enorme Ya Es que no voy a rellenar
2434.06	2439.62	todo esto, la verdad De tu cintura ya legrama estas
2439.62	2444.36	trinta figuras Cuéntame un cuento, dame locura Porque si no
2444.36	2450.94	luego me lo invento Cada vez que me rosa tu
2450.94	2454.98	pelo casi como un bicho. ¡Boom! He vuelto a la
2454.98	2459.34	Extremadura, ¿no? Está lian hoy. Y si tengo que no...
2460.86	2473.22	Que me muera en primavera, pa' poder echar radice. ¡Hola,
2473.22	2482.66	Rosa! ¡Oh, Rosa! ¡Hola, Rosa! Oh! Mari, Mari Chul y
2482.66	2487.32	Bambián ¿Quién pudiera ser Flor para que te poses en
2487.32	2504.14	mismo, mariposa? Oh, rosa Mare, es tu El hijo de
2504.14	2510.42	la Inés la canción me gustaba te gustaba ya la
2510.42	2519.00	canción si no hace mucho no escucho Marea sube conmigo
2519.00	2524.58	a la acera verás la tiridera queda de ver el
2524.58	2529.94	color que hay un troll debajo de esta zona ¿hay
2529.94	2541.24	un troll? ¿dónde estás? De vivimos tu y yo, que
2541.24	2546.08	no tiene dueña, ni diases ni reyes, que suenen los
2546.08	2553.62	muros de mi corazón Joder puta Te cuido con la
2553.62	2558.26	luna, dicen las estrellas Más guapa que ninguna y me
2558.26	2561.78	quedo con ella a través Me mata pero las gatas
2561.78	2567.92	vuelvan a ser Pizquean las farolas de los sueños míos
2568.02	2572.18	Mis pensamientos llenan descombros del río de miel De cada
2572.18	2599.18	silencio que roza su piel Hola, Monse y en su
2599.18	2603.82	patio caen las pinzas de la ropa de algún dios
2603.84	2610.86	para que abra la puerta si el el mío de
2610.86	2616.48	cuclillas se ha puesto a la para que nunca me
2616.48	2624.62	duerma ¿Haremos un puerto en el río? ¿Qué? ¿Haremos un
2624.62	2631.14	puerto en el río? Sí. Sí. que dice que la
2631.14	2633.72	noche se ha quedado corta a ti te da lo
2633.72	2636.32	mismo y a mí no me importa y ayer que
2636.32	2641.14	vuelve a ver si ayer era y eres eric que
2641.14	2661.56	dice que se descuida y se vuelve a caer y
2661.56	2669.72	el rey, a ver, vale, hay después, no sé cuánto
2669.72	2672.16	será aquí, ¿qué pasa? ¿Ahora me van a medir un
2672.16	2687.20	montón de zombies o qué? Vale Me echo una buena
2687.20	2692.00	plataforma de tierra aquí, eh Oh, me hable un poquito
2692.00	2699.46	de la de Ocarrión, ¿no? Tengo cabrón Me voy a
2699.46	2705.24	poner quien va Walter BOOMBO CLAT Pau, hola Pau Que
2705.24	2708.98	tal Pau Como me quita la cuerda iPhone testo, verles,
2708.98	2711.92	ser, la de tu a moto, el preso, ser Es
2711.92	2719.00	que que bueno que salga la otra vez A ver,
2719.00	2721.38	a ver, a ver, a ver Comparte el server, socio
2723.44	2726.52	Es que solo jugamos él y yo porque es como...
2728.12	2730.78	creo que este chico nos comentó en un vídeo en
2730.78	2736.30	un vídeo, si, si que puso... un reclamita... no sé
2736.30	2740.14	si eres el que yo creo si eres el reclamita
2740.14	2742.98	de yo creo un saludo y si no también pero...
2746.70	2750.02	que tal Pau? nunca te he visto por la calle
2751.66	2756.22	no? ¿Sas tu? Pero no, yo no lo pido niña
2758.60	2761.86	Mira que difícil lo hagan ya Seguro que va a
2761.86	2768.08	Sol D Este jueves Por favor No jueves abre y
2768.08	2771.40	no se abre Bueno si tambien hay pero normalmente se
2771.40	2778.18	va Si si creo que si que es el que
2778.18	2788.38	dices tu el ramita si? si me metí en superfíx
2789.22	2792.84	en mi casa jugando a minecraft Rosales, de casa, no
2792.84	2795.58	lo juegas a minecraft como nosotros en mi casa jugando
2795.58	2800.80	a minecraft, hombre, yo creo que... como nosotros, no estamos
2800.80	2802.56	a los amigos, yo creo que son de una o
2802.56	2816.88	dos escucha algún tipo de... risa? ¿eh? Es algo solo
2816.88	2821.18	para trabajar y ya es la buena vida. Trabajar y
2821.18	2829.14	jugar. Trabajar y jugar. Trabajar y jugar. Trabajar y jugar.
2828.30	2833.46	Trabajar y jugar. Trabajar y jugar. ¿Has escuchado el chiste
2833.46	2836.92	de hoy? El del pájaro azul, el del pájaro volador
2836.92	2850.76	no te gustó. el nether, tenemos el portal hecho pero
2850.76	2853.20	no es que vamos muy lentos porque queremos disfrutar del
2853.20	2857.80	juego Exacto, solo tienes que ver la pedazo de muralla
2857.80	2860.78	que estamos haciendo, toda la flanada que ha hecho mi
2860.78	2864.90	compañero Isma Con ver eso ya ves que vamos lentos,
2864.90	2870.98	queremos disfrutar de... Mi colega esta pegando ahí una matada
2870.98	2878.90	para ganar todo esto y el Tensita de Guadalupe ay
2878.90	2885.72	mi Watt, que te hicieron guay imagínate si es planado
2885.72	2889.22	todo esto de aquí donde estoy que no encuentro la
2889.22	2899.16	salida eh locura Lizzy, te gusta Lizzy? Lizzy es muy
2899.16	2905.14	bueno que álbum te gusta ver, Izi? Bueno, es que
2905.14	2907.10	yo me escucha, no, me escucha todos menos el de
2907.10	2911.56	la portada roja lo tenía que escuchar, pero la verdad
2911.56	2916.26	que... está muy bueno venga, arquero, te lo has quemado
2921.96	2925.32	a mí el que más me gustó es el de...
2925.32	2931.90	el after del after y el que tiene con Babi
2931.90	2949.34	también está muy bien. Pero la canción que tiene con
2949.34	2951.56	Milo J es muy top, o sea, es la que
2951.56	2954.32	más visualizaciones tiene, o sea, más reproducciones tiene, pero está
2954.32	2957.74	muy bien. es que MiloJ en verdad es muy bueno,
2957.74	2961.50	ahora no lo he escuchado mucho, ¿no? MiloJ es muy
2961.50	2964.02	bueno pero MiloJ antes era muy bueno, ahora no lo
2964.02	2967.66	sé porque no... MiloJ, a ver, yo no soy, bueno,
2967.66	2969.98	no lo he escuchado en el último elemento tampoco, pero
2969.98	2973.86	para mí es muy bueno, he escuchado cada temazo suyo
2973.92	2976.74	creo que hace mucho no sacó uno eso mierda, es
2976.74	2986.98	como con mierda MiloJ wow Lo bueno es Pawn, lo
